<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
btcUSD;D;20190308;000000;3857.0400000;3910.8800000;3771.0000000;3843.1200000
btcUSD;D;20190309;000000;3842.6200000;3947.3300000;3834.5900000;3917.0000000
btcUSD;D;20190310;000000;3917.0000000;3917.0000000;3867.8400000;3900.9200000
btcUSD;D;20190311;000000;3900.9300000;3911.8300000;3817.0100000;3849.6800000
btcUSD;D;20190312;000000;3849.6700000;3875.3300000;3796.7100000;3860.0000000
btcUSD;D;20190313;000000;3860.0000000;3871.0200000;3827.5000000;3851.0200000
btcUSD;D;20190314;000000;3851.0200000;3900.0000000;3779.2800000;3853.9500000
btcUSD;D;20190315;000000;3853.9500000;3910.0000000;3846.7900000;3902.8000000
btcUSD;D;20190316;000000;3902.8000000;4037.4700000;3900.8900000;3990.0000000
btcUSD;D;20190317;000000;3990.0000000;3991.0000000;3936.3000000;3967.0100000
btcUSD;D;20190318;000000;3967.0100000;4015.7000000;3937.6900000;3970.5000000
btcUSD;D;20190319;000000;3969.6800000;4009.6100000;3952.0800000;4000.8500000
btcUSD;D;20190320;000000;4000.8500000;4044.8200000;3965.4300000;4031.8500000
btcUSD;D;20190321;000000;4032.6800000;4056.3300000;3915.1400000;3972.7600000
btcUSD;D;20190322;000000;3972.7600000;3998.0100000;3961.7000000;3983.7800000
btcUSD;D;20190323;000000;3983.7700000;3997.0100000;3960.2500000;3983.4300000
btcUSD;D;20190324;000000;3982.4500000;3982.4500000;3946.0000000;3969.5200000
btcUSD;D;20190325;000000;3969.5200000;3976.4700000;3858.0000000;3907.5300000
btcUSD;D;20190326;000000;3907.5400000;3923.9000000;3880.6400000;3921.4500000
btcUSD;D;20190327;000000;3922.4100000;4035.8000000;3914.9000000;4026.5300000
btcUSD;D;20190328;000000;4026.5400000;4026.5400000;3994.0000000;4011.1700000
btcUSD;D;20190329;000000;4011.9800000;4101.5000000;4007.7800000;4091.0100000
btcUSD;D;20190330;000000;4091.0100000;4131.8700000;4042.5100000;4094.1400000
btcUSD;D;20190331;000000;4094.1400000;4103.0000000;4077.0100000;4094.9900000
btcUSD;D;20190401;000000;4095.0000000;4149.5000000;4051.5300000;4137.0000000
btcUSD;D;20190402;000000;4137.0100000;5121.0000000;4132.0200000;4901.9300000
btcUSD;D;20190403;000000;4901.9200000;5345.0000000;4787.1100000;4975.9700000
btcUSD;D;20190404;000000;4975.1300000;5071.3400000;4778.0000000;4906.4900000
btcUSD;D;20190405;000000;4907.9200000;5066.5900000;4887.3400000;5040.6600000
btcUSD;D;20190406;000000;5040.9500000;5244.0400000;4925.0000000;5049.2200000
btcUSD;D;20190407;000000;5049.1800000;5270.3300000;5029.7000000;5194.7900000
btcUSD;D;20190408;000000;5194.7600000;5352.5000000;5132.2800000;5285.5400000
btcUSD;D;20190409;000000;5286.8200000;5287.0000000;5145.0000000;5187.2100000
btcUSD;D;20190410;000000;5187.2100000;5488.0000000;5164.4900000;5318.5800000
btcUSD;D;20190411;000000;5322.0200000;5342.7400000;4967.2400000;5041.3000000
btcUSD;D;20190412;000000;5040.1100000;5118.5600000;4901.9900000;5078.1900000
btcUSD;D;20190413;000000;5078.1900000;5123.2800000;5036.7400000;5066.2200000
btcUSD;D;20190414;000000;5065.0200000;5191.1900000;5013.8100000;5164.2700000
btcUSD;D;20190415;000000;5163.8100000;5193.0100000;4945.5400000;5029.9900000
btcUSD;D;20190416;000000;5029.9900000;5229.9700000;5016.4500000;5202.9000000
btcUSD;D;20190417;000000;5201.2100000;5272.3200000;5173.1100000;5227.0000000
btcUSD;D;20190418;000000;5227.0000000;5318.1800000;5222.2600000;5281.8100000
btcUSD;D;20190419;000000;5280.5000000;5359.4700000;5196.7000000;5290.3600000
btcUSD;D;20190420;000000;5290.3700000;5359.9800000;5260.2400000;5319.8900000
btcUSD;D;20190421;000000;5319.9000000;5349.1600000;5213.3400000;5297.6400000
btcUSD;D;20190422;000000;5297.6400000;5440.8400000;5250.4500000;5387.6000000
btcUSD;D;20190423;000000;5387.6000000;5650.0100000;5361.0100000;5532.7500000
btcUSD;D;20190424;000000;5532.7500000;5624.4700000;5374.0000000;5441.9000000
btcUSD;D;20190425;000000;5440.5900000;5512.1200000;4967.0000000;5134.8100000
btcUSD;D;20190426;000000;5134.8200000;5295.0300000;5041.1400000;5159.5100000
btcUSD;D;20190427;000000;5159.5000000;5221.2400000;5117.4600000;5170.6000000
btcUSD;D;20190428;000000;5171.9000000;5214.5000000;5101.0000000;5155.0000000
btcUSD;D;20190429;000000;5155.0000000;5189.5400000;5072.0100000;5148.2500000
btcUSD;D;20190430;000000;5148.2500000;5285.0000000;5126.2500000;5270.6900000
btcUSD;D;20190501;000000;5270.6800000;5358.3900000;5265.6100000;5321.1500000
btcUSD;D;20190502;000000;5321.1500000;5422.9900000;5306.0900000;5390.0100000
btcUSD;D;20190503;000000;5390.0000000;5796.9300000;5363.0000000;5657.4000000
btcUSD;D;20190504;000000;5657.4100000;5846.8800000;5512.0000000;5770.0100000
btcUSD;D;20190505;000000;5770.0100000;5782.2200000;5627.3500000;5715.8600000
btcUSD;D;20190506;000000;5715.8600000;5753.6600000;5564.9300000;5687.9000000
btcUSD;D;20190507;000000;5687.9000000;5974.5100000;5687.9000000;5748.4500000
btcUSD;D;20190508;000000;5748.4700000;5990.0000000;5656.2600000;5948.4100000
btcUSD;D;20190509;000000;5947.0000000;6171.1000000;5934.4900000;6153.0900000
btcUSD;D;20190510;000000;6153.0900000;6430.0000000;6108.8100000;6343.1400000
btcUSD;D;20190511;000000;6342.9900000;7464.1300000;6342.9800000;7219.9500000
btcUSD;D;20190512;000000;7215.0100000;7581.8200000;6755.0000000;6979.7600000
btcUSD;D;20190513;000000;6979.2400000;8195.0000000;6864.9300000;7824.9300000
btcUSD;D;20190514;000000;7822.8800000;8350.0000000;7621.2700000;7990.9200000
btcUSD;D;20190515;000000;7990.9200000;8308.1600000;7835.0600000;8203.3200000
btcUSD;D;20190516;000000;8203.3300000;8388.0000000;7660.7400000;7878.9600000
btcUSD;D;20190517;000000;7878.9500000;7940.7500000;6600.0000000;7363.6900000
btcUSD;D;20190518;000000;7363.8500000;7491.2200000;7204.4200000;7262.4000000
btcUSD;D;20190519;000000;7262.3900000;8315.0000000;7252.5800000;8200.0000000
btcUSD;D;20190520;000000;8194.3400000;8199.5300000;7573.1200000;7999.5400000
btcUSD;D;20190521;000000;7998.9400000;8112.9900000;7805.3400000;7951.7000000
btcUSD;D;20190522;000000;7951.6900000;8044.0000000;7506.1200000;7626.4800000
btcUSD;D;20190523;000000;7622.2500000;7984.9000000;7467.1000000;7881.9800000
btcUSD;D;20190524;000000;7878.1600000;8175.0000000;7794.7300000;8001.7000000
btcUSD;D;20190525;000000;8001.6900000;8149.0000000;7942.5000000;8063.8100000
btcUSD;D;20190526;000000;8063.6800000;8793.9700000;7881.7000000;8731.7200000
btcUSD;D;20190527;000000;8732.3400000;8947.8800000;8611.4400000;8772.2900000
btcUSD;D;20190528;000000;8772.2900000;8822.4600000;8545.0000000;8715.3600000
btcUSD;D;20190529;000000;8715.3600000;8760.4300000;8426.0900000;8662.4400000
btcUSD;D;20190530;000000;8662.4400000;9090.0000000;7972.0000000;8279.6900000
btcUSD;D;20190531;000000;8279.6900000;8580.0000000;8110.0000000;8554.0600000
btcUSD;D;20190601;000000;8554.0600000;8618.0000000;8452.2100000;8558.9500000
btcUSD;D;20190602;000000;8558.8000000;8834.0000000;8550.0000000;8736.5500000
btcUSD;D;20190603;000000;8736.5500000;8742.4800000;8030.4600000;8107.9600000
btcUSD;D;20190604;000000;8104.9500000;8104.9500000;7427.0000000;7670.9600000
btcUSD;D;20190605;000000;7671.0700000;7932.8700000;7570.0000000;7789.4800000
btcUSD;D;20190606;000000;7787.3600000;7874.6800000;7450.0000000;7805.0000000
btcUSD;D;20190607;000000;7805.0000000;8134.2900000;7756.7900000;7998.1300000
btcUSD;D;20190608;000000;7998.1300000;8059.9900000;7786.0100000;7930.1400000
btcUSD;D;20190609;000000;7930.1400000;7960.0000000;7508.7700000;7634.5800000
btcUSD;D;20190610;000000;7635.0500000;8097.3500000;7516.9000000;8015.6900000
btcUSD;D;20190611;000000;8015.7000000;8057.1900000;7702.8300000;7918.1700000
btcUSD;D;20190612;000000;7913.6400000;8292.4300000;7817.0000000;8176.0200000
btcUSD;D;20190613;000000;8176.0300000;8329.9900000;8048.7500000;8239.0400000
btcUSD;D;20190614;000000;8239.0400000;8738.9200000;8180.0800000;8697.4600000
btcUSD;D;20190615;000000;8697.4500000;8916.6300000;8588.7000000;8860.2300000
btcUSD;D;20190616;000000;8856.1300000;9388.0000000;8799.7000000;8975.0000000
btcUSD;D;20190617;000000;8975.7800000;9475.0000000;8975.7800000;9333.1400000
btcUSD;D;20190618;000000;9333.0800000;9359.4800000;8919.7200000;9078.4800000
btcUSD;D;20190619;000000;9078.4800000;9319.5000000;9035.7500000;9277.5400000
btcUSD;D;20190620;000000;9277.5500000;9599.0000000;9210.3000000;9531.2100000
btcUSD;D;20190621;000000;9531.2100000;10245.0000000;9531.2100000;10236.2000000
btcUSD;D;20190622;000000;10235.5900000;11215.8900000;10080.0000000;10666.8600000
btcUSD;D;20190623;000000;10666.8700000;11284.4400000;10490.0000000;10833.0200000
btcUSD;D;20190624;000000;10833.0000000;11091.9700000;10550.2100000;11032.3200000
btcUSD;D;20190625;000000;11030.8000000;11788.8800000;10997.0000000;11755.5300000
btcUSD;D;20190626;000000;11754.2500000;13868.4400000;11350.0000000;12927.4400000
btcUSD;D;20190627;000000;12927.4400000;13358.6800000;10300.0000000;11159.2900000
btcUSD;D;20190628;000000;11159.2900000;12444.7700000;10737.8700000;12360.4500000
btcUSD;D;20190629;000000;12360.4200000;12379.9900000;11318.9400000;11865.2900000
btcUSD;D;20190630;000000;11869.8400000;12200.0000000;10650.0600000;10761.2600000
btcUSD;D;20190701;000000;10761.2600000;11210.5200000;9953.0000000;10577.6300000
btcUSD;D;20190702;000000;10578.2300000;10925.0000000;9651.0000000;10829.1800000
btcUSD;D;20190703;000000;10829.1900000;12014.6000000;10829.1900000;11976.4200000
btcUSD;D;20190704;000000;11976.0100000;12064.2600000;11035.0100000;11136.0000000
btcUSD;D;20190705;000000;11137.8700000;11449.5100000;10761.8000000;11004.5100000
btcUSD;D;20190706;000000;10994.9900000;11723.6000000;10980.0900000;11237.7700000
btcUSD;D;20190707;000000;11237.7700000;11620.0000000;11084.3100000;11474.4200000
btcUSD;D;20190708;000000;11474.4400000;12395.0000000;11328.0100000;12293.5300000
btcUSD;D;20190709;000000;12293.3900000;12829.9600000;12105.3200000;12571.1100000
btcUSD;D;20190710;000000;12572.1200000;13202.6300000;11553.2100000;12097.9600000
btcUSD;D;20190711;000000;12097.4800000;12097.9300000;10933.0000000;11349.0000000
btcUSD;D;20190712;000000;11348.5600000;11950.0000000;11079.5900000;11802.0000000
btcUSD;D;20190713;000000;11797.5300000;11845.0000000;10814.4000000;11370.0800000
btcUSD;D;20190714;000000;11370.0600000;11467.2700000;10084.4000000;10185.0300000
btcUSD;D;20190715;000000;10190.9100000;11080.0100000;9857.2700000;10854.4700000
btcUSD;D;20190716;000000;10856.4100000;11040.0000000;9350.0000000;9422.7200000
btcUSD;D;20190717;000000;9429.8000000;9998.0000000;9071.0000000;9696.3100000
btcUSD;D;20190718;000000;9696.3900000;10799.0000000;9291.0000000;10649.0700000
btcUSD;D;20190719;000000;10652.7600000;10777.2100000;10111.0000000;10538.0600000
btcUSD;D;20190720;000000;10536.9200000;11112.3100000;10360.6500000;10761.0300000
btcUSD;D;20190721;000000;10761.0300000;10835.0000000;10320.0000000;10590.7000000
btcUSD;D;20190722;000000;10590.7100000;10688.1400000;10060.0000000;10323.3900000
btcUSD;D;20190723;000000;10324.1300000;10324.2800000;9800.2300000;9840.1200000
btcUSD;D;20190724;000000;9848.9000000;9919.0800000;9507.3800000;9772.6000000
btcUSD;D;20190725;000000;9772.5900000;10184.9900000;9734.5800000;9883.3300000
btcUSD;D;20190726;000000;9880.8600000;9898.0300000;9657.2100000;9843.0000000
btcUSD;D;20190727;000000;9843.0000000;10248.4100000;9292.0000000;9479.9800000
btcUSD;D;20190728;000000;9469.3700000;9669.1100000;9108.8800000;9533.0000000
btcUSD;D;20190729;000000;9533.0000000;9729.8700000;9356.7500000;9495.0100000
btcUSD;D;20190730;000000;9499.2100000;9839.8300000;9371.9600000;9589.0100000
btcUSD;D;20190731;000000;9589.0100000;10135.1200000;9570.0100000;10087.3000000
btcUSD;D;20190801;000000;10089.9700000;10497.0000000;9881.0000000;10405.9400000
btcUSD;D;20190802;000000;10404.4100000;10670.0000000;10321.4200000;10533.0100000
btcUSD;D;20190803;000000;10533.6200000;10922.0800000;10500.0000000;10820.7600000
btcUSD;D;20190804;000000;10822.0900000;11089.7400000;10572.0000000;10977.5100000
btcUSD;D;20190805;000000;10977.9800000;11950.0000000;10977.9800000;11819.4900000
btcUSD;D;20190806;000000;11811.7500000;12320.4000000;11187.0000000;11465.4900000
btcUSD;D;20190807;000000;11465.4900000;12147.0000000;11366.2600000;11975.0300000
btcUSD;D;20190808;000000;11983.4100000;12050.0000000;11451.0000000;11981.0000000
btcUSD;D;20190809;000000;11982.3900000;12040.0000000;11651.8900000;11856.1000000
btcUSD;D;20190810;000000;11860.6200000;11969.9900000;11170.0000000;11280.9500000
btcUSD;D;20190811;000000;11280.9500000;11585.0000000;11088.8800000;11540.7600000
btcUSD;D;20190812;000000;11540.7600000;11555.5500000;11222.4000000;11389.2800000
btcUSD;D;20190813;000000;11389.2500000;11438.3900000;10746.0000000;10854.9200000
btcUSD;D;20190814;000000;10854.9200000;10859.9700000;9890.3000000;10025.8600000
btcUSD;D;20190815;000000;10021.1300000;10445.0000000;9470.0000000;10300.0100000
btcUSD;D;20190816;000000;10300.0100000;10539.9000000;9739.9900000;10352.7800000
btcUSD;D;20190817;000000;10352.7800000;10475.8200000;9978.0000000;10217.7900000
btcUSD;D;20190818;000000;10217.9900000;10513.4500000;10066.6600000;10315.4800000
btcUSD;D;20190819;000000;10315.4800000;10938.7600000;10265.0000000;10920.0000000
btcUSD;D;20190820;000000;10917.9400000;10953.0000000;10555.7000000;10769.0900000
btcUSD;D;20190821;000000;10768.4900000;10800.0000000;9841.5900000;10130.0000000
btcUSD;D;20190822;000000;10133.3400000;10237.5300000;9759.0000000;10107.1500000
btcUSD;D;20190823;000000;10105.6100000;10478.0000000;10035.8400000;10410.8500000
btcUSD;D;20190824;000000;10413.4500000;10429.0000000;9886.2600000;10147.9600000
btcUSD;D;20190825;000000;10148.0000000;10374.8500000;9899.9500000;10138.7200000
btcUSD;D;20190826;000000;10142.0000000;10680.0000000;10140.9000000;10361.6500000
btcUSD;D;20190827;000000;10361.6500000;10379.8700000;10019.5600000;10171.8500000
btcUSD;D;20190828;000000;10171.9500000;10277.0000000;9522.9300000;9714.3100000
btcUSD;D;20190829;000000;9714.0100000;9717.0300000;9321.7300000;9495.0000000
btcUSD;D;20190830;000000;9494.8000000;9699.0000000;9337.9700000;9582.4200000
btcUSD;D;20190831;000000;9582.4200000;9707.4800000;9436.2000000;9600.8600000
btcUSD;D;20190901;000000;9600.8600000;9840.0000000;9539.5800000;9766.5200000
btcUSD;D;20190902;000000;9766.6200000;10486.7700000;9756.5400000;10381.2600000
btcUSD;D;20190903;000000;10381.2600000;10790.0000000;10280.0000000;10628.4800000
btcUSD;D;20190904;000000;10628.4800000;10833.1400000;10380.0000000;10581.8400000
btcUSD;D;20190905;000000;10581.8400000;10666.4300000;10452.1500000;10574.7300000
btcUSD;D;20190906;000000;10574.2800000;10939.3400000;10182.0000000;10308.9200000
btcUSD;D;20190907;000000;10308.9000000;10580.0000000;10304.5200000;10484.3700000
btcUSD;D;20190908;000000;10484.3700000;10595.0000000;10231.1300000;10398.9700000
btcUSD;D;20190909;000000;10401.1300000;10541.7500000;10059.9900000;10310.0000000
btcUSD;D;20190910;000000;10310.0100000;10389.2600000;9916.0000000;10093.0100000
btcUSD;D;20190911;000000;10093.0000000;10297.1200000;9851.9700000;10160.2000000
btcUSD;D;20190912;000000;10158.8100000;10460.0000000;10040.0000000;10423.7200000
btcUSD;D;20190913;000000;10423.8500000;10452.5000000;10157.0000000;10365.9300000
btcUSD;D;20190914;000000;10365.9400000;10439.0000000;10223.3600000;10360.2500000
btcUSD;D;20190915;000000;10360.0100000;10380.0000000;10263.3900000;10304.4600000
btcUSD;D;20190916;000000;10303.6600000;10379.9800000;10068.4200000;10262.5400000
btcUSD;D;20190917;000000;10262.5400000;10276.1800000;10135.4400000;10185.3900000
btcUSD;D;20190918;000000;10185.4200000;10258.0000000;10074.0800000;10155.2600000
btcUSD;D;20190919;000000;10156.2200000;10379.1500000;9585.8600000;10275.0100000
btcUSD;D;20190920;000000;10275.0100000;10309.8400000;10056.3000000;10168.8500000
btcUSD;D;20190921;000000;10168.8500000;10170.1500000;9917.3400000;9973.9900000
btcUSD;D;20190922;000000;9973.9900000;10097.0000000;9848.3700000;10026.8000000
btcUSD;D;20190923;000000;10026.7900000;10051.1500000;9665.3900000;9844.2800000
btcUSD;D;20190924;000000;9693.7400000;9777.1600000;8159.3500000;8530.0100000
btcUSD;D;20190925;000000;8530.0100000;8743.8600000;8222.0100000;8438.3500000
btcUSD;D;20190926;000000;8438.3500000;8464.0800000;7712.4500000;8060.0000000
btcUSD;D;20190927;000000;8060.0000000;8290.0000000;7861.0200000;8193.9900000
btcUSD;D;20190928;000000;8193.9900000;8343.0000000;8015.2500000;8217.4700000
btcUSD;D;20190929;000000;8217.4700000;8246.8700000;7902.9600000;8052.4000000
btcUSD;D;20190930;000000;8054.0900000;8393.2300000;7701.0000000;8304.9600000
btcUSD;D;20191001;000000;8304.9500000;8535.0000000;8200.0000000;8321.5200000
btcUSD;D;20191002;000000;8321.8700000;8391.0000000;8168.8500000;8381.7200000
btcUSD;D;20191003;000000;8381.7200000;8419.9500000;8059.2200000;8240.4100000
btcUSD;D;20191004;000000;8241.2700000;8241.3500000;8002.2100000;8156.6700000
btcUSD;D;20191005;000000;8156.6800000;8200.0000000;8020.2000000;8147.6300000
btcUSD;D;20191006;000000;8147.6300000;8176.1800000;7780.8500000;7859.7900000
btcUSD;D;20191007;000000;7859.7900000;8310.5700000;7762.3500000;8209.0000000
btcUSD;D;20191008;000000;8208.9900000;8342.9700000;8107.2600000;8180.0000000
btcUSD;D;20191009;000000;8180.0000000;8712.4500000;8121.0000000;8590.0000000
btcUSD;D;20191010;000000;8590.0100000;8660.0000000;8452.5000000;8587.5000000
btcUSD;D;20191011;000000;8587.4900000;8826.0000000;8226.0000000;8267.3300000
btcUSD;D;20191012;000000;8263.0200000;8425.0000000;8261.4600000;8309.0300000
btcUSD;D;20191013;000000;8309.0300000;8469.0200000;8146.4700000;8282.9700000
btcUSD;D;20191014;000000;8282.9600000;8409.0000000;8215.6600000;8355.0000000
btcUSD;D;20191015;000000;8355.0000000;8420.0000000;8085.6500000;8162.4400000
btcUSD;D;20191016;000000;8162.4400000;8171.5900000;7908.8600000;7993.5400000
btcUSD;D;20191017;000000;7995.8100000;8124.4200000;7937.0100000;8076.2000000
btcUSD;D;20191018;000000;8076.9400000;8117.7700000;7814.0800000;7954.1600000
btcUSD;D;20191019;000000;7954.1500000;8099.9800000;7873.4600000;7965.2800000
btcUSD;D;20191020;000000;7965.2700000;8309.0000000;7875.0100000;8236.1200000
btcUSD;D;20191021;000000;8235.9400000;8349.8400000;8156.0000000;8209.9200000
btcUSD;D;20191022;000000;8209.9200000;8317.1400000;7998.9000000;8024.7200000
btcUSD;D;20191023;000000;8024.0000000;8049.0000000;7296.4400000;7474.8500000
btcUSD;D;20191024;000000;7475.5400000;7509.9900000;7359.4800000;7430.8700000
btcUSD;D;20191025;000000;7430.8700000;8800.1000000;7389.9100000;8668.0000000
btcUSD;D;20191026;000000;8668.0000000;10540.4900000;8645.0100000;9259.7800000
btcUSD;D;20191027;000000;9259.9800000;9826.7200000;9102.3300000;9548.8400000
btcUSD;D;20191028;000000;9555.8900000;9939.6900000;9180.5900000;9226.5000000
btcUSD;D;20191029;000000;9225.0600000;9575.0000000;9068.1900000;9430.8000000
btcUSD;D;20191030;000000;9431.3600000;9431.3600000;8991.3300000;9164.4400000
btcUSD;D;20191031;000000;9164.4500000;9433.0000000;8950.0000000;9159.4800000
btcUSD;D;20191101;000000;9159.9600000;9299.9900000;9057.2700000;9253.1200000
btcUSD;D;20191102;000000;9253.0900000;9393.0000000;9210.0000000;9308.5200000
btcUSD;D;20191103;000000;9308.5200000;9380.0000000;9068.3000000;9206.5200000
btcUSD;D;20191104;000000;9206.5200000;9600.0000000;9127.0000000;9412.5300000
btcUSD;D;20191105;000000;9412.6300000;9474.8900000;9169.8400000;9322.0900000
btcUSD;D;20191106;000000;9322.0900000;9450.0000000;9253.6600000;9341.2700000
btcUSD;D;20191107;000000;9341.2700000;9375.1600000;9075.0000000;9198.8400000
btcUSD;D;20191108;000000;9198.8500000;9246.0000000;8660.0000000;8763.0100000
btcUSD;D;20191109;000000;8763.0100000;8873.4800000;8712.5200000;8807.8900000
btcUSD;D;20191110;000000;8807.8900000;9150.0000000;8731.4300000;9032.2300000
btcUSD;D;20191111;000000;9032.2300000;9067.3400000;8590.0000000;8721.5400000
btcUSD;D;20191112;000000;8721.5300000;8870.0000000;8556.5600000;8810.0000000
btcUSD;D;20191113;000000;8811.0000000;8838.8000000;8705.0000000;8758.3400000
btcUSD;D;20191114;000000;8758.3400000;8784.6100000;8558.0100000;8630.0000000
btcUSD;D;20191115;000000;8630.0100000;8773.2200000;8361.0000000;8457.4800000
btcUSD;D;20191116;000000;8457.4800000;8531.0300000;8423.0000000;8481.0000000
btcUSD;D;20191117;000000;8481.0000000;8637.0100000;8371.0200000;8500.0100000
btcUSD;D;20191118;000000;8501.0000000;8501.0100000;8015.0000000;8168.8400000
btcUSD;D;20191119;000000;8168.8400000;8197.8200000;7980.0700000;8123.3600000
